360browser.exe,0xb896e0e1
GetKeyboardTypeA,0xe6836d70
GetKeyboardTypeW,0x1257d821
GetLargePageMinimum,0xde87e6bb
GetLargePageMinimumA,0x8fb47369
GetLargePageMinimumW,0x7b60c638
GetLargestConsoleWindowSize,0xe7dc71f0
GetLargestConsoleWindowSizeA,0x6e83b0e6
GetLargestConsoleWindowSizeW,0x9a5705b7
GetLastActivePopup,0x9b9c70fe
GetLastActivePopupA,0x8947dde0
GetLastActivePopupW,0x7d9368b1
GetLastError,0xd2e536b7
GetLastErrorA,0x860e5d92
GetLastErrorW,0x72dae8c3
GetLastInputInfo,0xf79ed73d
GetLastInputInfoA,0x8b464c4d
GetLastInputInfoW,0x7f92f91c
GetLayeredWindowAttributes,0x79cf81b6
GetLayeredWindowAttributesA,0xf1a247b3
GetLayeredWindowAttributesW,0x576f2e2
GetLayout,0x5082eff0
GetLayoutA,0x6e34ee78
GetLayoutW,0x9ae05b29
GetListBoxInfo,0x78a0007c
GetListBoxInfoA,0x8a12039c
GetListBoxInfoW,0x7ec6b6cd
GetLocalTime,0x1bb43d20
GetLocalTimeA,0xe8ac0a7e
GetLocalTimeW,0x1c78bf2f
GetLocaleInfo,0x2162d423
GetLocaleInfoA,0x719f8d2d
GetLocaleInfoW,0x854b387c
GetLocaleInfoEx,0xad1e107f
GetLocaleInfoExA,0x13ceec36
GetLocaleInfoExW,0xe71a5967
GetLogicalDriveStrings,0xf05b3991
GetLogicalDriveStringsA,0x54216660
GetLogicalDriveStringsW,0xa0f5d331
GetLogicalDrives,0x711c26cb
GetLogicalDrivesA,0xdf1e9995
GetLogicalDrivesW,0x2bca2cc4
GetLogicalProcessorInformation,0x895aca71
GetLogicalProcessorInformationA,0xf45285eb
GetLogicalProcessorInformationW,0x8630ba
GetLongPathName,0x6b30091f
GetLongPathNameA,0x5ebaa377
GetLongPathNameW,0xaa6e1626
GetMailslotInfo,0x8def282d
GetMailslotInfoA,0x968b2dd6
GetMailslotInfoW,0x625f9887
GetMapMode,0xa818302e
GetMapModeA,0xfa78b74
GetMapModeW,0xfb733e25
GetMappedFileName,0xb261b4d2
GetMappedFileNameA,0xbbb64cc7
GetMappedFileNameW,0x4f62f996
GetMenu,0xb4d806de
GetMenuA,0xb206b95e
GetMenuW,0x46d20c0f
GetMenuBarInfo,0x428de35b
GetMenuBarInfoA,0x2f229b14
GetMenuBarInfoW,0xdbf62e45
GetMenuCheckMarkDimensions,0x2ec9f733
GetMenuCheckMarkDimensionsA,0x6c27366a
GetMenuCheckMarkDimensionsW,0x98f3833b
GetMenuDefaultItem,0xf7ede7a6
GetMenuDefaultItemA,0xec9b75b1
GetMenuDefaultItemW,0x184fc0e0
GetMenuInfo,0x2c5014f3
GetMenuInfoA,0xf7416d39
GetMenuInfoW,0x395d868
GetMenuItemCount,0x50215248
GetMenuItemCountA,0xab8e767b
GetMenuItemCountW,0x5f5ac32a
GetMenuItemID,0xff9ddca
GetMenuItemIDA,0xa8674cf8
GetMenuItemIDW,0x5cb3f9a9
GetMenuItemInfo,0x53deff75
GetMenuItemInfoA,0xf3e5c5c7
GetMenuItemInfoW,0x7317096
GetMenuItemRect,0x2f81fda3
GetMenuItemRectA,0x9c29ed24
GetMenuItemRectW,0x68fd5875
GetMenuState,0x72cf6c2f
GetMenuStateA,0x787a6cbe
GetMenuStateW,0x8caed9ef
GetMenuString,0x1fd1f8da
GetMenuStringA,0xb5c074b9
GetMenuStringW,0x4114c1e8
GetMessage,0x456ef9b3
GetMessageA,0x81f41244
GetMessageW,0x7520a715
GetMessageAA,0xa2e9ef10
GetMessageAW,0x563d5a41
GetMessageExtraInfo,0xa808c0e7
GetMessageExtraInfoA,0xed1fe190
GetMessageExtraInfoW,0x19cb54c1
GetMessagePos,0x10f8f6eb
GetMessagePosA,0xe4115d8d
GetMessagePosW,0x10c5e8dc
GetMessageTime,0x87bc6d66
GetMessageTimeA,0x778fe68b
GetMessageTimeW,0x835b53da
GetMessageWA,0xbe715ac7
GetMessageWW,0x4aa5ef96
GetMetaFileBitsEx,0xa2ac91b1
GetMetaFileBitsExA,0x6f1db100
GetMetaFileBitsExW,0x9bc90451
GetMetaRgn,0xbca138f6
GetMetaRgnA,0x87bb689a
GetMetaRgnW,0x736fddcb
GetMiterLimit,0x650f306c
GetMiterLimitA,0x97b8bcc8
GetMiterLimitW,0x636c0999
GetModuleBaseName,0x98850df9
GetModuleBaseNameA,0x1720513e
GetModuleBaseNameW,0xe3f4e46f
GetModuleFileName,0xdda0fd2a
GetModuleFileNameA,0x8bff7a0
GetModuleFileNameW,0xfc6b42f1
GetModuleFileNameEx,0x3e6ecf98
GetModuleFileNameExA,0x2d33eb32
GetModuleFileNameExW,0xd9e75e63
GetModuleFilename,0x7d925214
GetModuleFilenameA,0xc97ed8a4
GetModuleFilenameW,0x3daa6df5
GetModuleHandle,0x82e6245c
GetModuleHandleA,0xb1866570
GetModuleHandleW,0x4552d021
GetModuleHandleEx,0xb80424de
GetModuleHandleExA,0xb20a657c
GetModuleHandleExW,0x46ded02d
GetModuleInformation,0xf2a84636
GetModuleInformationA,0x1c91a354
GetModuleInformationW,0xe8451605
GetMonitorInfo,0x8f02a6ee
GetMonitorInfoA,0x94e45352
GetMonitorInfoW,0x6030e603
GetMouseMovePointsEx,0xc4ad6043
GetMouseMovePointsExA,0x3cc823c1
GetMouseMovePointsExW,0xc81c9690
GetMsgProc,0x88dc1bb3
GetMsgProcA,0x8139a0a6
GetMsgProcW,0x75ed15f7
GetNamedPipeClientComputerName,0xd7195d34
GetNamedPipeClientComputerNameA,0xf2ba7363
GetNamedPipeClientComputerNameW,0x66ec632
GetNamedPipeClientProcessId,0x64e3cc7
GetNamedPipeClientProcessIdA,0xd6df87a4
GetNamedPipeClientProcessIdW,0x220b32f5
GetNamedPipeClientSessionId,0x21d4f914
GetNamedPipeClientSessionIdA,0xc9229e0f
GetNamedPipeClientSessionIdW,0x3df62b5e
GetNamedPipeHandleState,0x586c3382
GetNamedPipeHandleStateA,0xd03710b4
GetNamedPipeHandleStateW,0x24e3a5e5
GetNamedPipeInfo,0xbfdcb54a
GetNamedPipeInfoA,0x456feab0
GetNamedPipeInfoW,0xb1bb5fe1
GetNamedPipeServerProcessId,0xea0d8dbe
GetNamedPipeServerProcessIdA,0xffea0d8d
GetNamedPipeServerProcessIdW,0xb3eb8dc
GetNamedPipeServerSessionId,0xcd97486d
GetNamedPipeServerSessionIdA,0xe0171426
GetNamedPipeServerSessionIdW,0x14c3a177
GetNativeSystemInfo,0xeb64c435
GetNativeSystemInfoA,0x85813e6c
GetNativeSystemInfoW,0x71558b3d
GetNearestColor,0x5836e111
GetNearestColorA,0xb9318898
GetNearestColorW,0x4de53dc9
GetNearestPaletteIndex,0x1c3aa892
GetNearestPaletteIndexA,0xcdc4564b
GetNearestPaletteIndexW,0x3910e31a
GetNextWindow,0xfd1f3bb5
GetNextWindowA,0x682fc6b3
GetNextWindowW,0x9cfb73e2
GetNtmsMediaPoolName,0xedfe594a
GetNtmsMediaPoolNameA,0x453dc85c
GetNtmsMediaPoolNameW,0xb1e97d0d
GetNtmsObjectAttribute,0x3b504124
GetNtmsObjectAttributeA,0xefe12a1b
GetNtmsObjectAttributeW,0x1b359f4a
GetNtmsObjectInformation,0x1eb78e96
GetNtmsObjectInformationA,0xcaab1f74
GetNtmsObjectInformationW,0x3e7faa25
GetNtmsObjectSecurity,0x8e28a1ff
GetNtmsObjectSecurityA,0xfe5559a7
GetNtmsObjectSecurityW,0xa81ecf6
GetNtmsRequestOrder,0x2f8484b
GetNtmsRequestOrderA,0x32d5fedb
GetNtmsRequestOrderW,0xc6014b8a
GetNtmsUIOptions,0xd7ac8142
GetNtmsUIOptionsA,0x4bdc12b6
GetNtmsUIOptionsW,0xbf08a7e7
GetNumaAvailableMemoryNode,0x25419b1b
GetNumaAvailableMemoryNodeA,0x599916fc
GetNumaAvailableMemoryNodeW,0xad4da3ad
GetNumaHighestNodeNumber,0x9186e9d5
GetNumaHighestNodeNumberA,0x25f13e39
GetNumaHighestNodeNumberW,0xd1258b68
GetNumaNodeProcessorMask,0x362ae90c
GetNumaNodeProcessorMaskA,0xda59f849
GetNumaNodeProcessorMaskW,0x2e8d4d18
GetNumaProcessorNode,0xf50598e3
GetNumaProcessorNodeA,0xea2f28d1
GetNumaProcessorNodeW,0x1efb9d80
GetNumaProximityNode,0x78213238
GetNumaProximityNodeA,0xfba30727
GetNumaProximityNodeW,0xf77b276
GetNumberFormat,0x7f9985fc
GetNumberFormatA,0x67adb939
GetNumberFormatW,0x93790c68
GetNumberFormatEx,0xb7d2f636
GetNumberFormatExA,0x1cd4d9e4
GetNumberFormatExW,0xe8006cb5
GetNumberOfConsoleInputEvents,0xbd23edfb
GetNumberOfConsoleInputEventsA,0xf90b96f2
GetNumberOfConsoleInputEventsW,0xddf23a3
GetNumberOfConsoleMouseButtons,0x187ec5d2
GetNumberOfConsoleMouseButtonsA,0xbb1c53b6
GetNumberOfConsoleMouseButtonsW,0x4fc8e6e7
GetNumberOfEventLogRecords,0x42862235
GetNumberOfEventLogRecordsA,0x8528dc8a
GetNumberOfEventLogRecordsW,0x71fc69db
GetOEMCP,0xb1530c3e
GetOEMCPA,0x1209d02c
GetOEMCPW,0xe6dd657d
GetObject,0xc2152ffe
GetObjectA,0x891e54bf
GetObjectW,0x7dcae1ee
GetObjectType,0x3b9bddd6
GetObjectTypeA,0xbc5272b7
GetObjectTypeW,0x4886c7e6
GetOldestEventLogRecord,0x21e76996
GetOldestEventLogRecordA,0xca944f93
GetOldestEventLogRecordW,0x3e40fac2
GetOpenClipboardWindow,0x2e24c5f8
GetOpenClipboardWindowA,0x6091c060
GetOpenClipboardWindowW,0x94457531
GetOutlineTextMetrics,0x13a20935
GetOutlineTextMetricsA,0x8579f8a1
GetOutlineTextMetricsW,0x71ad4df0
GetOverlappedResult,0x6749d481
GetOverlappedResultA,0x490164e9
GetOverlappedResultW,0xbdd5d1b8
GetPaletteEntries,0x3679982a
GetPaletteEntriesA,0x8542ec5
GetPaletteEntriesW,0xfc809b94
GetParent,0x5736e45d
GetParentA,0xc6548526
GetParentW,0x32803077
GetPath,0xc289b742
GetPathA,0x4bc93780
GetPathW,0xbf1d82d1
GetPerformanceInfo,0xe5bdf68d
GetPerformanceInfoA,0x4035dce0
GetPerformanceInfoW,0xb4e169b1
GetPixel,0x7716c433
GetPixelA,0x6c7ee959
GetPixelW,0x98aa5c08
GetPolyFillMode,0x580289ec
GetPolyFillModeA,0x7a3d3251
GetPolyFillModeW,0x8ee98700
GetPrintProcessorDirectory,0x18f8e0f1
GetPrintProcessorDirectoryA,0x197ba4e1
GetPrintProcessorDirectoryW,0xedaf11b0
GetPrinter,0x7e9fb021
GetPrinterA,0x9fce1165
GetPrinterW,0x6b1aa434
GetPrinterData,0x9175a0f8
GetPrinterDataA,0x602e9105
GetPrinterDataW,0x94fa2454
GetPrinterDataEx,0x98ba0999
GetPrinterDataExA,0x5a920f62
GetPrinterDataExW,0xae46ba33
GetPrinterDriver,0x71b113c0
GetPrinterDriverA,0x48cced28
GetPrinterDriverW,0xbc185879
GetPrinterDriverDirectory,0xc8066989
GetPrinterDriverDirectoryA,0x4775a366
GetPrinterDriverDirectoryW,0xb3a11637
GetPriorityClass,0xb89b64c2
GetPriorityClassA,0xa60ba673
GetPriorityClassW,0x52df1322
GetPriorityClipboardFormat,0x2f7637ff
GetPriorityClipboardFormatA,0xfef40731
GetPriorityClipboardFormatW,0xa20b260
GetPrivateProfileInt,0x8745aa19
GetPrivateProfileIntA,0xb73573e1
GetPrivateProfileIntW,0x43e1c6b0
GetPrivateProfileSection,0xb6f536fe
GetPrivateProfileSectionA,0x896ab4a6
GetPrivateProfileSectionW,0x7dbe01f7
GetPrivateProfileSectionNames,0x10269700
GetPrivateProfileSectionNamesA,0xd3c9b81c
GetPrivateProfileSectionNamesW,0x271d0d4d
GetPrivateProfileSectionNamesWA,0xdb93beab
GetPrivateProfileSectionNamesWW,0x2f470bfa
GetPrivateProfileString,0x7c301369
GetPrivateProfileStringA,0xe7cb7764
GetPrivateProfileStringW,0x131fc235
GetPrivateProfileStringWA,0x8579456a
GetPrivateProfileStringWW,0x71adf03b
GetPrivateProfileStruct,0x581c76ee
GetPrivateProfileStructA,0x94334d82
GetPrivateProfileStructW,0x60e7f8d3
GetProcAddress,0xc97c1fff
GetProcAddressA,0xfe120d19
GetProcAddressW,0xac6b848
GetProcessAffinityMask,0xc1b3da19
GetProcessAffinityMaskA,0xb7738591
GetProcessAffinityMaskW,0x43a730c0
GetProcessDefaultLayout,0xfa85fccd
GetProcessDefaultLayoutA,0x36f6a57a
GetProcessDefaultLayoutW,0xc222102b
GetProcessHandleCount,0xd14bd085
GetProcessHandleCountA,0x4edaa2f4
GetProcessHandleCountW,0xba0e17a5
GetProcessHeap,0x40f6426d
GetProcessHeapA,0xe09a752c
GetProcessHeapW,0x144ec07d
GetProcessHeaps,0x284d24ac
GetProcessHeapsA,0xc913c6c
GetProcessHeapsW,0xf845893d
GetProcessId,0x9b3d61a0
GetProcessIdA,0x5940002
GetProcessIdW,0xf140b553
GetProcessIdOfThread,0x63093c4e
GetProcessIdOfThreadA,0x42defb20
GetProcessIdOfThreadW,0xb60a4e71
GetProcessIoCounters,0xa78c4ab5
GetProcessIoCountersA,0x687555c2
GetProcessIoCountersW,0x9ca1e093
GetProcessMemoryInfo,0x2ccb2f98
GetProcessMemoryInfoA,0x2d214ed2
GetProcessMemoryInfoW,0xd9f5fb83
GetProcessPriorityBoost,0xa6f5ff25
GetProcessPriorityBoostA,0x987bbf33
GetProcessPriorityBoostW,0x6caf0a62
GetProcessShutdownParameters,0x77d39214
GetProcessShutdownParametersA,0xc9749964
GetProcessShutdownParametersW,0x3da02c35
GetProcessTimes,0xf924fee7
GetProcessTimesA,0xed4ecdae
GetProcessTimesW,0x199a78ff
GetProcessVersion,0x24a29538
GetProcessVersionA,0xfbff8480
GetProcessVersionW,0xf2b31d1
GetProcessWindowStation,0xeb0c91d7
GetProcessWindowStationA,0xcb85d56d
GetProcessWindowStationW,0x3f51603c
GetProcessWorkingSetSize,0xe54d9516
GetProcessWorkingSetSizeA,0x27e8664f
GetProcessWorkingSetSizeW,0xd33cd31e
GetProcessWorkingSetSizeEx,0xef467e0
GetProcessWorkingSetSizeExA,0x73dd8894
GetProcessWorkingSetSizeExW,0x87093dc5
GetProductInfo,0xeabb1a87
GetProductInfoA,0xa0ef3312
GetProductInfoW,0x543b8643
GetProfileInt,0x1bf0cb67
GetProfileIntA,0x149abb
GetProfileIntW,0xf4c02fea
GetProfileSection,0x140bc5d4
GetProfileSectionA,0x52738383
GetProfileSectionW,0xa6a736d2
GetProfileString,0xe5b24b4a
GetProfileStringA,0x4535844e
GetProfileStringW,0xb1e1311f
GetProp,0x66b3f9a7
GetPropA,0x9b0d1b39
GetPropW,0x6fd9ae68
GetPwrCapabilities,0x15e8f547
GetPwrCapabilitiesA,0x3b74a24d
GetPwrCapabilitiesW,0xcfa0171c
GetPwrDiskSpindownRange,0xf4d1a0c3
GetPwrDiskSpindownRangeA,0xd140dc21
GetPwrDiskSpindownRangeW,0x25946970
GetQueueStatus,0x8eab42dc
GetQueueStatusA,0x5c32ab36
GetQueueStatusW,0xa8e61e67
GetQueuedCompletionStatus,0xb6b58b08
GetQueuedCompletionStatusA,0xddb4a332
GetQueuedCompletionStatusW,0x29601663
GetQueuedCompletionStatusEx,0x20ba36a4
GetQueuedCompletionStatusExA,0x242434c
GetQueuedCompletionStatusExW,0xf696f61d
GetROP2,0x20054d6f
GetROP2A,0xef4e70f
GetROP2W,0xfa20525e
GetRandomRgn,0xd4a6b00a
GetRandomRgnA,0x33d8d125
GetRandomRgnW,0xc70c6474
GetRasterizerCaps,0xe0a74ba2
GetRasterizerCapsA,0xebe1fb04
GetRasterizerCapsW,0x1f354e55
GetRawInputBuffer,0xd7fa8c1b
GetRawInputBufferA,0x596badeb
GetRawInputBufferW,0xadbf18ba
GetRawInputData,0x81951d9e
GetRawInputDataA,0xc4efb5d5
GetRawInputDataW,0x303b0084
GetRawInputDeviceInfo,0xdddc3928
GetRawInputDeviceInfoA,0xe6b1ea48
GetRawInputDeviceInfoW,0x12655f19
GetRawInputDeviceList,0x529df067
GetRawInputDeviceListA,0x5df780
GetRawInputDeviceListW,0xf48942d1
GetRegionData,0xadb02ef0
GetRegionDataA,0x6ec9dcb9
GetRegionDataW,0x9a1d69e8
GetRegisteredRawInputDevices,0xb4ffd02d
GetRegisteredRawInputDevicesA,0x96b23d2e
GetRegisteredRawInputDevicesW,0x6266887f
GetRgnBox,0xa2de75de
GetRgnBoxA,0xb210bf2d
GetRgnBoxW,0x46c40a7c
GetScrollBarInfo,0x34aa5e55
GetScrollBarInfoA,0xc8ec91ae
GetScrollBarInfoW,0x3c3824ff
GetScrollInfo,0xfccdd5cb
GetScrollInfoA,0xdf934866
GetScrollInfoW,0x2b47fd37
GetScrollPos,0x1c068a47
GetScrollPosA,0x3b7d4c32
GetScrollPosW,0xcfa9f963
GetScrollRange,0x6a09c1c2
GetScrollRangeA,0xa6d934d6
GetScrollRangeW,0x520d8187
GetServiceDisplayName,0x67ded00a
GetServiceDisplayNameA,0x336ba945
GetServiceDisplayNameW,0xc7bf1c14
GetServiceKeyName,0x8e60878
GetServiceKeyNameA,0x8d0f818d
GetServiceKeyNameW,0x79db34dc
GetShellWindow,0x21f0257
GetShellWindowA,0x26d445de
GetShellWindowW,0xd200f08f
GetShortPathName,0x25c4afcf
GetShortPathNameA,0xd8278505
GetShortPathNameW,0x2cf33054
GetStartupInfo,0x8a29a30d
GetStartupInfoA,0xade2cb95
GetStartupInfoW,0x59367ec4
GetStdHandle,0xdadd89eb
GetStdHandleA,0xe4db78f2
GetStdHandleW,0x100fcda3
GetStockObject,0x956d97bc
GetStockObjectA,0x119b0cbb
GetStockObjectW,0xe54fb9ea
GetStretchBltMode,0x9cd82363
GetStretchBltModeA,0x7fe764a
GetStretchBltModeW,0xf32ac31b
GetStringTypeA,0x962c31c7
GetStringTypeAA,0xd64fe5a9
GetStringTypeAW,0x229b50f8
GetStringTypeEx,0xed26a8a5
GetStringTypeExA,0x7588ef44
GetStringTypeExW,0x815c5a15
GetStringTypeW,0x62f88496
GetStringTypeWA,0xcad7507e
GetStringTypeWW,0x3e03e52f
GetSubMenu,0xf7512eea
GetSubMenuA,0x93f1c4c3
GetSubMenuW,0x67257192
GetSysColor,0x402f6e2f
GetSysColorA,0x78488cbc
GetSysColorW,0x8c9c39ed
GetSysColorBrush,0x6b668bfa
GetSysColorBrushA,0x8edae302
GetSysColorBrushW,0x7a0e5653
GetSystemDefaultLCID,0x4abb7503
GetSystemDefaultLCIDA,0x4a9a7444
GetSystemDefaultLCIDW,0xbe4ec115
GetSystemDefaultLangID,0xa67eecab
GetSystemDefaultLangIDA,0x927b9a07
GetSystemDefaultLangIDW,0x66af2f56
GetSystemDefaultLangId,0x9d10cc63
GetSystemDefaultLangIdA,0x7ffbea5
GetSystemDefaultLangIdW,0xf32b0bf4
GetSystemDefaultUILanguage,0x319619a5
GetSystemDefaultUILanguageA,0x75545ff5
GetSystemDefaultUILanguageW,0x8180eaa4
GetSystemDirectory,0x6c11feb7
GetSystemDirectoryA,0x86b0a95a
GetSystemDirectoryW,0x72641c0b
GetSystemFileCacheSize,0x955b7bae
GetSystemFileCacheSizeA,0xe2224b1f
GetSystemFileCacheSizeW,0x16f6fe4e
GetSystemFirmwareTable,0xa2483ac7
GetSystemFirmwareTableA,0xd67b81a2
GetSystemFirmwareTableW,0x22af34f3
GetSystemInfo,0x763fadf6
GetSystemInfoA,0x8771f60f
GetSystemInfoW,0x73a5435e
GetSystemMenu,0xc0b3a632
GetSystemMenuA,0x1bce7cad
GetSystemMenuW,0xef1ac9fc
GetSystemMetrics,0x5c64ea2
GetSystemMetricsA,0xeb049a01
GetSystemMetricsW,0x1fd02f50
GetSystemPaletteEntries,0x6aa5bfec
GetSystemPaletteEntriesA,0x7a0f9567
GetSystemPaletteEntriesW,0x8edb2036
GetSystemPaletteUse,0xf09c87b0
GetSystemPaletteUseA,0x1848b180
GetSystemPaletteUseW,0xec9c04d1
GetSystemPowerStatus,0xf4fed9bb
GetSystemPowerStatusA,0x8f9e0a56
GetSystemPowerStatusW,0x7b4abf07
GetSystemRegistryQuota,0x82205ff1
GetSystemRegistryQuotaA,0x19e17c5e
GetSystemRegistryQuotaW,0xed35c90f
GetSystemTime,0xd22204e4
GetSystemTimeA,0x746c9aee
GetSystemTimeW,0x80b82fbf
GetSystemTimeAdjustment,0x224ef086
GetSystemTimeAdjustmentA,0xd720f66e
GetSystemTimeAdjustmentW,0x23f4433f
GetSystemTimeAsFileTime,0x8eec6d9f
GetSystemTimeAsFileTimeA,0xb3e7fc33
GetSystemTimeAsFileTimeW,0x47334962
GetSystemTimes,0xbcbbcb6e
GetSystemTimesA,0x796f691f
GetSystemTimesW,0x8dbbdc4e
GetSystemWindowsDirectory,0xcbd827c1
GetSystemWindowsDirectoryA,0x3f71b48a
GetSystemWindowsDirectoryW,0xcba501db
GetSystemWow64Directory,0x9f0f571d
GetSystemWow64DirectoryA,0xb040fd05
GetSystemWow64DirectoryW,0x44944854
GetTabbedTextExtent,0x2c074fc5
GetTabbedTextExtentA,0x38fbaffb
GetTabbedTextExtentW,0xcc2f1aaa
GetTapeParameters,0x394cd8d7
GetTapeParametersA,0xcb579524
GetTapeParametersW,0x3f832075
GetTapePosition,0x60f8b0e4
GetTapePositionA,0x74de405a
GetTapePositionW,0x800af50b
GetTapeStatus,0x72d76b96
GetTapeStatusA,0xcac77f91
GetTapeStatusW,0x3e13cac0
GetTempFileName,0x3e336cae
GetTempFileNameA,0xe2892308
GetTempFileNameW,0x165d9659
GetTempPath,0xc10d7975
GetTempPathA,0xf3771641
GetTempPathW,0x7a3a310
GetTextAlign,0xca5d9064
GetTextAlignA,0x99cc665a
GetTextAlignW,0x6d18d30b
GetTextCharacterExtra,0xab4a166c
GetTextCharacterExtraA,0x9776f9ee
GetTextCharacterExtraW,0x63a24cbf
GetTextColor,0x783b7846
GetTextColorA,0x4c1e4156
GetTextColorW,0xb8caf407
GetTextExtentExPoint,0xad06886
GetTextExtentExPointA,0xd70868f6
GetTextExtentExPointW,0x23dcdda7
GetTextExtentExPointI,0xd9d3e0c4
GetTextExtentExPointIA,0x4f094bc2
GetTextExtentExPointIW,0xbbddfe93
GetTextExtentPoint,0xf73d9bb7
GetTextExtentPointA,0x862b853f
GetTextExtentPointW,0x72ff306e
GetTextExtentPoint32,0xb13ca3c1
GetTextExtentPoint32A,0x3f0b500e
GetTextExtentPoint32W,0xcbdfe55f
GetTextExtentPointI,0x88f00d0d
GetTextExtentPointIA,0xade0123b
GetTextExtentPointIW,0x5934a76a
GetTextFace,0x69d6bcf5
GetTextFaceA,0x1e674ea4
GetTextFaceW,0xeab3fbf5
GetTextMetrics,0x2dcc2400
GetTextMetricsA,0xd3f452af
GetTextMetricsW,0x2720e7fe
GetThreadContext,0x649eb9c1
GetThreadContextA,0x3fdef214
GetThreadContextW,0xcb0a4745
GetThreadDesktop,0x8fa2391b
GetThreadDesktopA,0x5933f55e
GetThreadDesktopW,0xade7400f
GetThreadIOPendingFlag,0x12d8ddd6
GetThreadIOPendingFlagA,0xbc7b31b7
GetThreadIOPendingFlagW,0x48af84e6
GetThreadId,0xd758e9b3
GetThreadIdA,0x81662454
GetThreadIdW,0x75b29105
GetThreadLocale,0x516ead48
GetThreadLocaleA,0xab8f3984
GetThreadLocaleW,0x5f5b8cd5
GetThreadPreferredUILanguages,0x28b9917a
GetThreadPreferredUILanguagesA,0x6321bf38
GetThreadPreferredUILanguagesW,0x97f50a69
GetThreadPriority,0x39feb106
GetThreadPriorityA,0x3a83c50f
GetThreadPriorityW,0xce57705e
GetThreadPriorityBoost,0xcf50753
GetThreadPriorityBoostA,0x21b76bc2
GetThreadPriorityBoostW,0xd563de93
GetThreadSelectorEntry,0x8194a342
GetThreadSelectorEntryA,0x4b8a2a94
GetThreadSelectorEntryW,0xbf5e9fc5
GetThreadTimes,0x29c66416
GetThreadTimesA,0x2724edbe
GetThreadTimesW,0xd3f058ef
GetThreadUILanguage,0x76c80c22
GetThreadUILanguageA,0x6cf1763
GetThreadUILanguageW,0xf21ba232
GetThreadWaitChain,0x1ac4d496
GetThreadWaitChainA,0xcaaf6c2e
GetThreadWaitChainW,0x3e7bd97f
GetTickCount,0x5b4219f8
GetTickCountA,0x60e4a6bc
GetTickCountW,0x943013ed
GetTickCount64,0x517fef08
GetTickCount64A,0xdd536956
GetTickCount64W,0x2987dc07
GetTimeFormat,0x8b0bfab7
GetTimeFormatA,0x8657b35e
GetTimeFormatW,0x7283060f
GetTimeFormatEx,0x64e5f8c7
GetTimeFormatExA,0xd6bd2c60
GetTimeFormatExW,0x22699931
GetTimeSysInfo,0xdb70ca49
GetTimeSysInfoA,0xdc021775
GetTimeSysInfoW,0x28d6a224
GetTimeZoneInformation,0x516b144f
GetTimeZoneInformationA,0x35eba99e
GetTimeZoneInformationW,0xc13f1ccf
GetTitleBarInfo,0xe4d1fae0
GetTitleBarInfoA,0x7337ad09
GetTitleBarInfoW,0x87e31858
GetTopWindow,0x1698a886
GetTopWindowA,0xd7142036
GetTopWindowW,0x23c09567
GetTraceEnableFlags,0xc035509a
GetTraceEnableFlagsA,0xc3c3d181
GetTraceEnableFlagsW,0x371764d0
GetTraceEnableLevel,0x51dadd33
GetTraceEnableLevelA,0x6c582540
GetTraceEnableLevelW,0x988c9011
GetTraceLoggerHandle,0xcbd5932
GetTraceLoggerHandleA,0x1b027252
GetTraceLoggerHandleW,0xefd6c703
GetUpdateRect,0x10bf7898
GetUpdateRectA,0x2d1d3a85
GetUpdateRectW,0xd9c98fd4
GetUpdateRgn,0x26efacf7
GetUpdateRgnA,0xf0261698
GetUpdateRgnW,0x4f2a3c9
GetUserDefaultLCID,0x1c5e657d
GetUserDefaultLCIDA,0xfd71cd6f
GetUserDefaultLCIDW,0x9a5783e
GetUserDefaultLangID,0xa75fe52
GetUserDefaultLangIDA,0x56b6dbad
GetUserDefaultLangIDW,0xa2626efc
GetUserDefaultUILanguage,0xe9ce019e
GetUserDefaultUILanguageA,0xc487eec9
GetUserDefaultUILanguageW,0x30535b98
GetUserGeoID,0x91dba4fa
GetUserGeoIDA,0x8e205e2d
GetUserGeoIDW,0x7af4eb7c
GetUserName,0xca4df41b
GetUserNameA,0x59761a93
GetUserNameW,0xada2afc2
GetUserNameEx,0x81ef6763
GetUserNameExA,0x7e3410e
GetUserNameExW,0xf337f45f
GetUserObjectInformation,0xc081a18
GetUserObjectInformationA,0xc0b90ec7
GetUserObjectInformationW,0x346dbb96
GetVersion,0x4ccf1a0f
GetVersionA,0x432a4c00
GetVersionW,0xb7fef951
GetVersionEx,0xe8f3f9cb
GetVersionExA,0xdf87764a
GetVersionExW,0x2b53c31b
GetViewportExtEx,0x3858badd
GetViewportExtExA,0x2b836858
GetViewportExtExW,0xdf57dd09
GetViewportOrgEx,0x3355f31
GetViewportOrgExA,0x8204abee
GetViewportOrgExW,0x76d01ebf
GetVolumeInformation,0x426cde53
GetVolumeInformationA,0x21f9f21b
GetVolumeInformationW,0xd52d474a
GetVolumeNameForVolumeMountPoint,0x952bef83
GetVolumeNameForVolumeMountPointA,0xa7fd67fe
GetVolumeNameForVolumeMountPointW,0x5329d2af
GetVolumePathName,0x83cad5e7
GetVolumePathNameA,0xed342385
GetVolumePathNameW,0x19e096d4
GetVolumePathNamesForVolumeName,0x1840a96a
GetVolumePathNamesForVolumeNameA,0x7ea65664
GetVolumePathNamesForVolumeNameW,0x8a72e335
